Input,Output,Target
"['this', 'is', 'pretty', 'bad', 'EOS']","['esto', 'es', 'un', 'EOS']","['esto', 'es', 'bastante', 'malo', 'EOS']"
"['these', 'men', 'are', 'strong', 'EOS']","['son', 'son', 'son', 'EOS']","['esos', 'hombres', 'son', 'fuertes', 'EOS']"
"['tom', 'is', 'training', 'EOS', 'SOS']","['tom', 'es', 'EOS']","['tom', 'esta', 'entrenando', 'EOS', 'SOS']"
"['tell', 'me', 'about', 'tom', 'EOS']","['tom', 'a', 'tom', 'EOS']","['cuentame', 'de', 'tom', 'EOS', 'SOS']"
"['they', 'laughed', 'at', 'him', 'EOS']","['ellos', 'lo', 'EOS']","['se', 'rieron', 'de', 'el', 'EOS']"
"['tom', 'responded', 'instantly', 'EOS', 'SOS']","['tom', 'tom', 'tom', 'EOS']","['tomas', 'respondio', 'inmediatamente', 'EOS', 'SOS']"
"['tom', 'kicked', 'the', 'ball', 'EOS']","['tom', 'se', 'el', 'EOS']","['tom', 'pateo', 'la', 'pelota', 'EOS']"
"['breathe', 'normally', 'EOS', 'SOS', 'SOS']","['lo', 'EOS']","['respira', 'normal', 'EOS', 'SOS', 'SOS']"
"['we', 're', 'still', 'together', 'EOS']","['estamos', 'son', 'EOS']","['aun', 'estamos', 'juntos', 'EOS', 'SOS']"
"['i', 'forgot', 'our', 'anniversary', 'EOS']","['me', 'a', 'EOS']","['olvide', 'nuestro', 'aniversario', 'EOS', 'SOS']"
"['tom', 'knows', 'the', 'answer', 'EOS']","['tom', 'se', 'el', 'EOS']","['tom', 'sabe', 'la', 'respuesta', 'EOS']"
"['she', 's', 'beautiful', 'EOS', 'SOS']","['ella', 'es', 'EOS']","['ella', 'es', 'hermosa', 'EOS', 'SOS']"
"['this', 'is', 'perfectly', 'legal', 'EOS']","['este', 'es', 'un', 'EOS']","['esto', 'es', 'totalmente', 'legal', 'EOS']"
"['quit', 'gambling', 'EOS', 'SOS', 'SOS']","['se', 'se', 'EOS']","['deja', 'de', 'apostar', 'EOS', 'SOS']"
"['everyone', 'knew', 'the', 'song', 'EOS']","['me', 'el', 'la', 'habitacion', 'EOS']","['todos', 'conocian', 'la', 'cancion', 'EOS']"
"['wake', 'up', 'EOS', 'SOS', 'SOS']","['nos', 'EOS']","['despierta', 'EOS', 'SOS', 'SOS', 'SOS']"
"['they', 're', 'very', 'enthusiastic', 'EOS']","['eres', 'son', 'muy', 'EOS']","['ellos', 'son', 'muy', 'entusiastas', 'EOS']"
"['he', 'had', 'fifty', 'dollars', 'EOS']","['el', 'se', 'el', 'EOS']","['el', 'tenia', 'dolares', 'EOS', 'SOS']"
"['help', 'me', 'out', 'EOS', 'SOS']","['me', 'EOS']","['ayudame', 'a', 'salir', 'EOS', 'SOS']"
"['i', 'wanted', 'your', 'opinion', 'EOS']","['me', 'tu', 'EOS']","['queria', 'vuestra', 'opinion', 'EOS', 'SOS']"
"['grab', 'an', 'umbrella', 'EOS', 'SOS']","['el', 'el', 'SOS', 'EOS']","['coge', 'un', 'paraguas', 'EOS', 'SOS']"
"['i', 'was', 'discouraged', 'EOS', 'SOS']","['me', 'EOS']","['estaba', 'frustrado', 'EOS', 'SOS', 'SOS']"
"['she', 'has', 'lost', 'weight', 'EOS']","['ella', 'es', 'mi', 'EOS']","['ella', 'ha', 'adelgazado', 'EOS', 'SOS']"
"['we', 're', 'incompatible', 'EOS', 'SOS']","['estamos', 'estamos', 'EOS']","['no', 'somos', 'compatibles', 'EOS', 'SOS']"
"['it', 's', 'for', 'tourists', 'EOS']","['es', 'muy', 'EOS']","['es', 'para', 'turistas', 'EOS', 'SOS']"
"['the', 'building', 'fell', 'down', 'EOS']","['el', 'el', 'el', 'el', 'EOS']","['el', 'edificio', 'se', 'cayo', 'EOS']"
"['i', 'love', 'this', 'shirt', 'EOS']","['me', 'gusta', 'un', 'EOS']","['me', 'encanta', 'esa', 'camisa', 'EOS']"
"['these', 'trees', 'are', 'beautiful', 'EOS']","['son', 'son', 'son', 'EOS']","['estos', 'arboles', 'son', 'preciosos', 'EOS']"
"['we', 'understand', 'why', 'EOS', 'SOS']","['lo', 'a', 'EOS']","['entendemos', 'por', 'que', 'EOS', 'SOS']"
"['the', 'fog', 'has', 'lifted', 'EOS']","['el', 'el', 'el', 'perro', 'EOS']","['se', 'levanto', 'la', 'niebla', 'EOS']"
"['go', 'now', 'EOS', 'SOS', 'SOS']","['ellos', 'EOS']","['vaya', 'ya', 'EOS', 'SOS', 'SOS']"
"['the', 'troops', 'were', 'annihilated', 'EOS']","['el', 'la', 'el', 'EOS']","['las', 'tropas', 'fueron', 'aniquiladas', 'EOS']"
"['tom', 'saw', 'it', 'EOS', 'SOS']","['tom', 'se', 'a', 'EOS']","['tom', 'lo', 'vio', 'EOS', 'SOS']"
"['that', 'll', 'do', 'EOS', 'SOS']","['eso', 'EOS']","['eso', 'valdra', 'EOS', 'SOS', 'SOS']"
"['we', 're', 'not', 'rich', 'EOS']","['no', 'no', 'EOS']","['no', 'somos', 'ricos', 'EOS', 'SOS']"
"['i', 'get', 'tired', 'easily', 'EOS']","['me', 'gusta', 'EOS']","['me', 'canso', 'facilmente', 'EOS', 'SOS']"
"['you', 'hurt', 'me', 'EOS', 'SOS']","['me', 'gusta', 'EOS']","['me', 'lastimaste', 'EOS', 'SOS', 'SOS']"
"['you', 're', 'nuts', '!', 'EOS']","['eres', '!', 'EOS']","['estas', 'loco', '!', 'EOS', 'SOS']"
"['here', 's', 'the', 'address', 'EOS']","['el', 'es', 'el', 'EOS']","['aca', 'esta', 'la', 'direccion', 'EOS']"
"['there', 'is', 'one', 'way', 'EOS']","['no', 'es', 'EOS']","['hay', 'una', 'manera', 'EOS', 'SOS']"
"['they', 're', 'sisters', 'EOS', 'SOS']","['ellos', 'son', 'EOS']","['son', 'hermanas', 'EOS', 'SOS', 'SOS']"
"['good', 'job', '!', 'EOS', 'SOS']","['por', '!', 'EOS']","['buen', 'trabajo', '!', 'EOS', 'SOS']"
"['i', 'saw', 'one', 'yesterday', 'EOS']","['yo', 'un', 'EOS']","['ayer', 'vi', 'uno', 'EOS', 'SOS']"
"['it', 'tasted', 'sweet', 'EOS', 'SOS']","['lo', 'EOS']","['sabia', 'dulce', 'EOS', 'SOS', 'SOS']"
"['tom', 'knows', 'nothing', 'EOS', 'SOS']","['tom', 'se', 'tom', 'EOS']","['tom', 'no', 'sabe', 'nada', 'EOS']"
"['these', 'grapes', 'are', 'ripe', 'EOS']","['son', 'son', 'son', 'EOS']","['estas', 'uvas', 'estan', 'maduras', 'EOS']"
"['tom', 'understood', 'the', 'rules', 'EOS']","['tom', 'es', 'el', 'EOS']","['tom', 'entendio', 'las', 'normas', 'EOS']"
"['i', 'broke', 'your', 'ashtray', 'EOS']","['me', 'tu', 'tu', 'EOS']","['quebre', 'tu', 'cenicero', 'EOS', 'SOS']"
"['they', 'were', 'conservative', 'men', 'EOS']","['ellos', 'ellos', 'de', 'EOS']","['ellos', 'eran', 'hombres', 'conservadores', 'EOS']"
"['i', 'got', 'sick', 'EOS', 'SOS']","['me', 'siento', 'EOS']","['me', 'puse', 'enfermo', 'EOS', 'SOS']"
"['they', 'abandoned', 'the', 'ship', 'EOS']","['ellos', 'la', 'la', 'EOS']","['abandonaron', 'el', 'barco', 'EOS', 'SOS']"
"['i', 'found', 'it', 'EOS', 'SOS']","['lo', 'lo', 'EOS']","['lo', 'encontre', '!', 'EOS', 'SOS']"
"['yesterday', 'i', 'played', 'soccer', 'EOS']","['me', 'a', 'EOS']","['ayer', 'jugue', 'al', 'futbol', 'EOS']"
"['they', 're', 'following', 'me', 'EOS']","['ellos', 'me', 'gusta', 'EOS']","['ellas', 'me', 'siguen', 'EOS', 'SOS']"
"['was', 'that', 'useful', '?', 'EOS']","['eso', 'muy', '?', 'EOS']","['fue', 'util', '?', 'EOS', 'SOS']"
"['i', 'can', 'help', 'EOS', 'SOS']","['yo', 'me', 'EOS']","['yo', 'puedo', 'ayudar', 'EOS', 'SOS']"
"['i', 'enjoy', 'taking', 'pictures', 'EOS']","['me', 'gusta', 'el', 'EOS']","['me', 'gusta', 'sacar', 'fotos', 'EOS']"
"['you', 're', 'impatient', 'EOS', 'SOS']","['eres', 'son', 'EOS']","['sos', 'impaciente', 'EOS', 'SOS', 'SOS']"
"['we', 're', 'up', 'early', 'EOS']","['estamos', 'estamos', 'EOS']","['nos', 'levantamos', 'temprano', 'EOS', 'SOS']"
"['we', 'must', 'warn', 'them', 'EOS']","['ellos', 'a', 'EOS']","['tenemos', 'que', 'avisarles', 'EOS', 'SOS']"
"['here', 'comes', 'the', 'bus', 'EOS']","['el', 'la', 'el', 'SOS', 'EOS']","['aqui', 'viene', 'el', 'autobus', 'EOS']"
"['it', 's', 'ready', 'EOS', 'SOS']","['es', 'es', 'EOS']","['esta', 'listo', 'EOS', 'SOS', 'SOS']"
"['my', 'scarf', 'is', 'blue', 'EOS']","['mi', 'es', 'es', 'mi', 'EOS']","['mi', 'panuelo', 'es', 'azul', 'EOS']"
"['brush', 'your', 'teeth', 'well', 'EOS']","['tu', 'tu', 'a', 'EOS']","['lavate', 'bien', 'los', 'dientes', 'EOS']"
"['stand', 'by', 'EOS', 'SOS', 'SOS']","['se', 'SOS', 'EOS']","['un', 'momento', 'EOS', 'SOS', 'SOS']"
"['get', 'the', 'book', 'EOS', 'SOS']","['el', 'el', 'SOS', 'EOS']","['traiga', 'el', 'libro', 'EOS', 'SOS']"
"['take', 'care', 'of', 'yourself', 'EOS']","['te', 'a', 'SOS', 'SOS', 'SOS']","['cuidate', 'EOS', 'SOS', 'SOS', 'SOS']"
"['she', 'has', 'long', 'hair', 'EOS']","['ella', 'tiene', 'tiene', 'EOS']","['tiene', 'el', 'pelo', 'largo', 'EOS']"
"['they', 'loved', 'you', 'EOS', 'SOS']","['ellos', 'te', 'EOS']","['te', 'quisieron', 'EOS', 'SOS', 'SOS']"
"['get', 'some', 'rest', 'EOS', 'SOS']","['ellos', 'a', 'SOS', 'EOS']","['descansad', 'un', 'poco', 'EOS', 'SOS']"
"['your', 'telephone', 's', 'ringing', 'EOS']","['el', 'es', 'es', 'EOS']","['tu', 'telefono', 'esta', 'sonando', 'EOS']"
"['he', 'crossed', 'the', 'river', 'EOS']","['el', 'el', 'SOS', 'EOS']","['cruzo', 'el', 'rio', 'EOS', 'SOS']"
"['who', 'drove', '?', 'EOS', 'SOS']","['quien', 'se', '?', 'EOS']","['quien', 'conducia', '?', 'EOS', 'SOS']"
"['tom', 'll', 'remember', 'EOS', 'SOS']","['tom', 'se', 'EOS']","['tom', 'recordara', 'EOS', 'SOS', 'SOS']"
"['you', 'need', 'us', 'EOS', 'SOS']","['ellos', 'te', 'EOS']","['nos', 'necesitas', 'EOS', 'SOS', 'SOS']"
"['i', 'love', 'chocolate', 'EOS', 'SOS']","['me', 'gusta', 'el', 'SOS', 'EOS']","['me', 'encanta', 'el', 'chocolate', 'EOS']"
"['head', 'south', 'EOS', 'SOS', 'SOS']","['se', 'EOS']","['id', 'hacia', 'el', 'sur', 'EOS']"
"['i', 'm', 'not', 'satisfied', 'EOS']","['no', 'estoy', 'EOS']","['no', 'estoy', 'contento', 'EOS', 'SOS']"
"['you', 're', 'gross', '!', 'EOS']","['eres', '!', 'EOS']","['estas', 'gordo', 'EOS', 'SOS', 'SOS']"
"['never', 'forget', 'it', 'EOS', 'SOS']","['lo', 'por', 'EOS']","['nunca', 'lo', 'olvides', 'EOS', 'SOS']"
"['i', 'want', 'my', 'mom', 'EOS']","['me', 'mi', 'mi', 'EOS']","['quiero', 'a', 'mi', 'madre', 'EOS']"
"['i', 'really', 'got', 'depressed', 'EOS']","['me', 'gusta', 'a', 'EOS']","['me', 'deprimi', 'seriamente', 'EOS', 'SOS']"
"['that', 's', 'not', 'true', 'EOS']","['no', 'es', 'es', 'EOS']","['esto', 'no', 'es', 'cierto', 'EOS']"
"['i', 'm', 'impatient', 'EOS', 'SOS']","['estoy', 'estoy', 'EOS']","['estoy', 'impaciente', 'EOS', 'SOS', 'SOS']"
"['try', 'and', 'pay', 'attention', 'EOS']","['ellos', 'a', 'de', 'EOS']","['intentalo', 'y', 'presta', 'atencion', 'EOS']"
"['this', 'is', 'a', 'dog', 'EOS']","['esto', 'es', 'un', 'SOS', 'EOS']","['eso', 'es', 'un', 'perro', 'EOS']"
"['give', 'me', 'time', 'EOS', 'SOS']","['me', 'a', 'EOS']","['dame', 'tiempo', 'EOS', 'SOS', 'SOS']"
"['her', 'anger', 'is', 'understandable', 'EOS']","['el', 'es', 'es', 'EOS']","['su', 'rabia', 'es', 'comprensible', 'EOS']"
"['i', 'knew', 'your', 'brother', 'EOS']","['me', 'tu', 'tu', 'SOS', 'EOS']","['conocia', 'a', 'tu', 'hermano', 'EOS']"
"['we', 're', 'watching', 'you', 'EOS']","['estamos', 'son', 'EOS']","['le', 'estamos', 'observando', 'EOS', 'SOS']"
"['i', 'missed', 'you', 'EOS', 'SOS']","['me', 'te', 'EOS']","['te', 'extrane', 'EOS', 'SOS', 'SOS']"
"['tom', 'is', 'very', 'famous', 'EOS']","['tom', 'es', 'muy', 'EOS']","['tom', 'es', 'muy', 'famoso', 'EOS']"
"['i', 'm', 'already', 'ready', 'EOS']","['estoy', 'estoy', 'EOS']","['ya', 'estoy', 'preparado', 'EOS', 'SOS']"
"['tom', 'did', 'the', 'unthinkable', 'EOS']","['tom', 'se', 'el', 'EOS']","['tom', 'hizo', 'lo', 'impensable', 'EOS']"
"['he', 'has', 'come', '!', 'EOS']","['el', 'se', 'EOS']","['ha', 'venido', '!', 'EOS', 'SOS']"
"['use', 'this', 'one', 'EOS', 'SOS']","['esto', 'esto', 'EOS']","['utilicen', 'este', 'EOS', 'SOS', 'SOS']"
"['we', 're', 'going', 'out', 'EOS']","['estamos', 'que', 'EOS']","['nosotros', 'salimos', 'EOS', 'SOS', 'SOS']"
"['you', 'were', 'so', 'happy', 'EOS']","['estas', 'que', 'EOS']","['eras', 'tan', 'feliz', '!', 'EOS']"
"['he', 's', 'playing', 'tetris', 'EOS']","['el', 'es', 'EOS']","['esta', 'jugando', 'tetris', 'EOS', 'SOS']"
"['i', 'do', 'remember', 'EOS', 'SOS']","['me', 'a', 'EOS']","['claro', 'que', 'recuerdo', 'EOS', 'SOS']"
"['come', 'quick', '!', 'EOS', 'SOS']","['nos', '!', 'EOS']","['veni', 'rapido', '!', 'EOS', 'SOS']"
"['i', 'm', 'no', 'liar', 'EOS']","['estoy', 'estoy', 'EOS']","['no', 'soy', 'mentirosa', 'EOS', 'SOS']"
"['tom', 'was', 'frightened', 'EOS', 'SOS']","['tom', 'estaba', 'EOS']","['tom', 'estaba', 'aterrado', 'EOS', 'SOS']"
"['he', 's', 'a', 'gardener', 'EOS']","['el', 'es', 'un', 'EOS']","['el', 'es', 'jardinero', 'EOS', 'SOS']"
"['playing', 'tennis', 'is', 'fun', 'EOS']","['es', 'es', 'es', 'EOS']","['jugar', 'tenis', 'es', 'divertido', 'EOS']"
"['enjoy', 'your', 'trip', 'EOS', 'SOS']","['tu', 'a', 'EOS']","['disfrute', 'su', 'viaje', 'EOS', 'SOS']"
"['she', 'is', 'kind', 'EOS', 'SOS']","['ella', 'es', 'EOS']","['ella', 'es', 'amable', 'EOS', 'SOS']"
"['he', 'shined', 'his', 'shoes', 'EOS']","['el', 'fue', 'el', 'EOS']","['el', 'lustro', 'sus', 'zapatos', 'EOS']"
"['your', 'french', 'is', 'improving', 'EOS']","['el', 'es', 'es', 'EOS']","['tu', 'frances', 'esta', 'mejorando', 'EOS']"
"['this', 'is', 'an', 'order', 'EOS']","['esto', 'muy', 'un', 'EOS']","['es', 'una', 'orden', 'EOS', 'SOS']"
"['it', 'was', 'really', 'close', 'EOS']","['fue', 'fue', 'EOS']","['estuvo', 'muy', 'cerca', 'EOS', 'SOS']"
"['we', 'knew', 'that', 'EOS', 'SOS']","['lo', 'lo', 'EOS']","['lo', 'conociamos', 'EOS', 'SOS', 'SOS']"
"['watch', 'closely', 'EOS', 'SOS', 'SOS']","['ellos', 'EOS']","['vigila', 'atentamente', 'EOS', 'SOS', 'SOS']"
"['i', 'm', 'absolutely', 'furious', 'EOS']","['estoy', 'muy', 'EOS']","['estoy', 'totalmente', 'furioso', 'EOS', 'SOS']"
"['he', 'witnessed', 'the', 'accident', 'EOS']","['el', 'el', 'EOS']","['fue', 'testigo', 'del', 'accidente', 'EOS']"
"['take', 'that', 'back', 'EOS', 'SOS']","['eso', 'EOS']","['devuelvelo', 'EOS', 'SOS', 'SOS', 'SOS']"
"['you', 'are', 'stupid', 'EOS', 'SOS']","['eres', 'son', 'EOS']","['eres', 'estupido', 'EOS', 'SOS', 'SOS']"
"['this', 'is', 'a', 'mistake', 'EOS']","['esto', 'un', 'perro', 'EOS']","['es', 'un', 'error', 'EOS', 'SOS']"
"['tom', 'waited', 'anxiously', 'EOS', 'SOS']","['tom', 'se', 'EOS']","['tom', 'espero', 'ansiosamente', 'EOS', 'SOS']"
"['they', 'didn', 't', 'budge', 'EOS']","['no', 'no', 'no', 'EOS']","['ellos', 'no', 'cedieron', 'EOS', 'SOS']"
"['you', 'are', 'not', 'japanese', 'EOS']","['no', 'no', 'muy', 'EOS']","['no', 'eres', 'japonesa', 'EOS', 'SOS']"
"['hold', 'your', 'breath', 'EOS', 'SOS']","['tu', 'a', 'EOS']","['conten', 'tu', 'respiracion', 'EOS', 'SOS']"
"['it', 'looks', 'perfect', 'EOS', 'SOS']","['es', 'es', 'EOS']","['se', 've', 'perfecto', 'EOS', 'SOS']"
"['you', 're', 'so', 'old', 'EOS']","['eres', 'muy', 'EOS']","['eres', 'tan', 'viejo', 'EOS', 'SOS']"
"['see', 'above', 'EOS', 'SOS', 'SOS']","['se', 'EOS']","['vease', 'arriba', 'EOS', 'SOS', 'SOS']"
"['i', 'feel', 'so', 'lost', 'EOS']","['me', 'gusta', 'un', 'EOS']","['me', 'siento', 'tan', 'perdido', 'EOS']"
"['this', 'is', 'creepy', 'EOS', 'SOS']","['esto', 'es', 'un', 'EOS']","['esto', 'es', 'espeluznante', 'EOS', 'SOS']"
"['go', 'get', 'coffee', 'EOS', 'SOS']","['se', 'a', 'mary', 'EOS']","['ve', 'a', 'traer', 'cafe', 'EOS']"
"['i', 'love', 'books', 'EOS', 'SOS']","['me', 'gusta', 'a', 'EOS']","['me', 'encantan', 'los', 'libros', 'EOS']"
"['they', 'require', 'extra', 'help', 'EOS']","['ellos', 'que', 'a', 'EOS']","['ellos', 'necesitan', 'ayuda', 'extra', 'EOS']"
"['i', 'locked', 'the', 'door', 'EOS']","['me', 'el', 'el', 'EOS']","['he', 'bloqueado', 'la', 'puerta', 'EOS']"
"['i', 'despise', 'you', 'EOS', 'SOS']","['me', 'te', 'EOS']","['yo', 'te', 'desprecio', 'EOS', 'SOS']"
"['they', 'look', 'happy', 'EOS', 'SOS']","['ellos', 'a', 'EOS']","['parecen', 'felices', 'EOS', 'SOS', 'SOS']"
"['leave', 'us', 'alone', 'EOS', 'SOS']","['nos', 'EOS']","['dejanos', 'solas', 'EOS', 'SOS', 'SOS']"
"['hug', 'me', 'EOS', 'SOS', 'SOS']","['me', 'EOS']","['abrazame', 'EOS', 'SOS', 'SOS', 'SOS']"
"['i', 'want', 'a', 'knife', 'EOS']","['quiero', 'un', 'un', 'EOS']","['quiero', 'un', 'cuchillo', 'EOS', 'SOS']"
"['drop', 'your', 'weapons', '!', 'EOS']","['ella', 'que', '!', 'EOS']","['tiren', 'sus', 'armas', '!', 'EOS']"
"['it', 's', 'tea', 'EOS', 'SOS']","['es', 'muy', 'EOS']","['es', 'te', 'EOS', 'SOS', 'SOS']"
"['she', 'can', 'speak', 'french', 'EOS']","['ella', 'se', 'a', 'EOS']","['ella', 'sabe', 'hablar', 'frances', 'EOS']"
"['i', 'need', 'some', 'advice', 'EOS']","['necesito', 'un', 'EOS']","['necesito', 'algunos', 'consejos', 'EOS', 'SOS']"
"['give', 'me', 'a', 'chance', 'EOS']","['yo', 'un', 'un', 'EOS']","['dame', 'una', 'chance', 'EOS', 'SOS']"
"['i', 'want', 'that', 'bag', 'EOS']","['me', 'a', 'EOS']","['quiero', 'aquella', 'bolsa', 'EOS', 'SOS']"
"['he', 'came', 'first', 'EOS', 'SOS']","['el', 'se', 'EOS']","['el', 'llego', 'primero', 'EOS', 'SOS']"
"['call', 'us', 'EOS', 'SOS', 'SOS']","['lo', 'EOS']","['llamanos', 'EOS', 'SOS', 'SOS', 'SOS']"
"['we', 'make', 'decisions', 'together', 'EOS']","['nos', 'que', 'EOS']","['tomamos', 'decisiones', 'juntos', 'EOS', 'SOS']"
"['i', 'hate', 'fighting', 'EOS', 'SOS']","['me', 'a', 'EOS']","['detesto', 'pelear', 'EOS', 'SOS', 'SOS']"
"['wait', 'here', 'EOS', 'SOS', 'SOS']","['aqui', 'EOS']","['esperen', 'aqui', 'EOS', 'SOS', 'SOS']"
"['tom', 'came', 'back', 'early', 'EOS']","['tom', 'no', 'a', 'EOS']","['tom', 'volvio', 'temprano', 'EOS', 'SOS']"
"['they', 'were', 'worried', 'EOS', 'SOS']","['ellos', 'de', 'EOS']","['estaban', 'preocupados', 'EOS', 'SOS', 'SOS']"
"['tom', 'might', 'cry', 'EOS', 'SOS']","['tom', 'se', 'EOS']","['tom', 'podria', 'llorar', 'EOS', 'SOS']"
"['tom', 'trusts', 'mary', 'EOS', 'SOS']","['tom', 'se', 'a', 'EOS']","['tom', 'confia', 'en', 'mary', 'EOS']"
"['i', 'do', 'remember', 'it', 'EOS']","['lo', 'lo', 'lo', 'EOS']","['claro', 'que', 'lo', 'recuerdo', 'EOS']"
"['this', 'is', 'my', 'boss', 'EOS']","['es', 'es', 'mi', 'EOS']","['el', 'es', 'mi', 'jefe', 'EOS']"
"['tom', 'can', 'explain', 'it', 'EOS']","['tom', 'no', 'a', 'EOS']","['tom', 'puede', 'explicarlo', 'EOS', 'SOS']"
"['does', 'tom', 'know', '?', 'EOS']","['tom', 'quien', '?', '?', 'EOS']","['lo', 'sabe', 'tom', '?', 'EOS']"
"['come', 'with', 'me', 'now', 'EOS']","['me', 'a', 'EOS']","['ahora', 'ven', 'conmigo', 'EOS', 'SOS']"
"['tom', 's', 'my', 'cousin', 'EOS']","['tom', 'es', 'mi', 'EOS']","['tom', 'es', 'mi', 'primo', 'EOS']"
"['i', 'want', 'your', 'love', 'EOS']","['me', 'tu', 'tu', 'EOS']","['quiero', 'tu', 'amor', 'EOS', 'SOS']"
"['i', 'wanted', 'your', 'opinion', 'EOS']","['me', 'tu', 'SOS', 'EOS']","['queria', 'tu', 'opinion', 'EOS', 'SOS']"
"['it', 's', 'very', 'dry', 'EOS']","['es', 'muy', 'EOS']","['es', 'muy', 'seco', 'EOS', 'SOS']"
"['i', 'hear', 'something', 'EOS', 'SOS']","['me', 'a', 'EOS']","['escucho', 'algo', 'EOS', 'SOS', 'SOS']"
"['let', 's', 'play', 'baseball', 'EOS']","['eres', 'EOS']","['juguemos', 'al', 'beisbol', 'EOS', 'SOS']"
"['both', 'children', 'were', 'punished', 'EOS']","['no', 'la', 'la', 'EOS']","['ambos', 'ninos', 'fueron', 'castigados', 'EOS']"
"['i', 'was', 'last', 'EOS', 'SOS']","['me', 'a', 'EOS']","['era', 'el', 'ultimo', 'EOS', 'SOS']"
"['i', 'already', 'knew', 'everyone', 'EOS']","['me', 'me', 'a', 'tom', 'EOS']","['ya', 'conocia', 'a', 'todos', 'EOS']"
"['they', 'had', 'different', 'ideas', 'EOS']","['ellos', 'de', 'EOS']","['tenian', 'ideas', 'diferentes', 'EOS', 'SOS']"
"['life', 'is', 'unfair', 'EOS', 'SOS']","['el', 'es', 'es', 'EOS']","['la', 'vida', 'es', 'injusta', 'EOS']"
"['i', 'washed', 'my', 'shirt', 'EOS']","['me', 'gusta', 'mi', 'EOS']","['me', 'lave', 'la', 'camisa', 'EOS']"
"['it', 'seems', 'interesting', 'EOS', 'SOS']","['lo', 'EOS']","['parece', 'interesante', 'EOS', 'SOS', 'SOS']"
"['move', 'along', 'now', 'EOS', 'SOS']","['se', 'por', 'EOS']","['muevase', 'ya', 'EOS', 'SOS', 'SOS']"
"['you', 'work', 'hard', 'EOS', 'SOS']","['eres', 'la', 'EOS']","['trabajas', 'duro', 'EOS', 'SOS', 'SOS']"
"['my', 'brother', 'did', 'EOS', 'SOS']","['me', 'me', 'mi', 'EOS']","['lo', 'hizo', 'mi', 'hermano', 'EOS']"
"['go', 'now', 'EOS', 'SOS', 'SOS']","['ellos', 'EOS']","['ve', 'ya', 'EOS', 'SOS', 'SOS']"
"['don', 't', 'ask', 'me', 'EOS']","['no', 'no', 'EOS']","['no', 'me', 'preguntes', 'EOS', 'SOS']"
"['this', 'guy', 'is', 'great', 'EOS']","['este', 'es', 'es', 'un', 'EOS']","['este', 'tio', 'es', 'cojonudo', 'EOS']"
"['he', 's', 'good', 'EOS', 'SOS']","['el', 'es', 'EOS']","['el', 'es', 'bueno', 'EOS', 'SOS']"
"['you', 're', 'interfering', 'EOS', 'SOS']","['eres', 'muy', 'EOS']","['esta', 'interfiriendo', 'EOS', 'SOS', 'SOS']"
"['everybody', 's', 'smiling', 'EOS', 'SOS']","['todos', 'se', 'EOS']","['todos', 'estan', 'sonriendo', 'EOS', 'SOS']"
"['tom', 'is', 'disagreeable', 'EOS', 'SOS']","['tom', 'es', 'EOS']","['tom', 'es', 'antipatico', 'EOS', 'SOS']"
"['these', 'are', 'counterfeit', 'bills', 'EOS']","['son', 'son', 'son', 'EOS']","['estos', 'billetes', 'son', 'falsos', 'EOS']"
"['soccer', 'is', 'like', 'that', 'EOS']","['el', 'es', 'es', 'mi', 'EOS']","['el', 'futbol', 'es', 'asi', 'EOS']"
"['they', 'must', 'be', 'americans', 'EOS']","['ellos', 'de', 'SOS', 'EOS']","['deben', 'de', 'ser', 'americanos', 'EOS']"
"['are', 'you', 'sure', '?', 'EOS']","['estas', '?', '?', 'EOS']","['estan', 'seguros', '?', 'EOS', 'SOS']"
"['she', 'got', 'angry', 'EOS', 'SOS']","['ella', 'se', 'EOS']","['se', 'cabreo', 'EOS', 'SOS', 'SOS']"
"['the', 'water', 'was', 'lukewarm', 'EOS']","['el', 'fue', 'el', 'EOS']","['el', 'agua', 'estaba', 'templadita', 'EOS']"
"['she', 'failed', 'to', 'appear', 'EOS']","['ella', 'ella', 'ella', 'EOS']","['ella', 'no', 'se', 'presento', 'EOS']"
"['i', 'have', 'time', 'EOS', 'SOS']","['tengo', 'un', 'EOS']","['tengo', 'tiempo', 'EOS', 'SOS', 'SOS']"
"['you', 're', 'disgusting', '!', 'EOS']","['eres', 'muy', 'EOS']","['eres', 'asqueroso', '!', 'EOS', 'SOS']"
"['are', 'you', 'flexible', '?', 'EOS']","['estas', '?', '?', 'EOS']","['eres', 'flexible', '?', 'EOS', 'SOS']"
"['it', 'will', 'work', 'EOS', 'SOS']","['lo', 'EOS']","['trabajara', 'EOS', 'SOS', 'SOS', 'SOS']"
"['you', 're', 'an', 'imbecile', 'EOS']","['eres', 'muy', 'SOS', 'EOS']","['eres', 'un', 'imbecil', 'EOS', 'SOS']"
"['save', 'your', 'strength', 'EOS', 'SOS']","['tu', 'tu', 'EOS']","['reservate', 'para', 'otro', 'rato', 'EOS']"
"['the', 'difference', 'is', 'substantial', 'EOS']","['el', 'es', 'es', 'EOS']","['la', 'diferencia', 'es', 'sustancial', 'EOS']"
"['tom', 'is', 'a', 'salesman', 'EOS']","['tom', 'es', 'un', 'EOS']","['tom', 'es', 'vendedor', 'EOS', 'SOS']"
"['you', 'have', 'until', 'midnight', 'EOS']","['no', 'que', 'EOS']","['tienen', 'hasta', 'la', 'medianoche', 'EOS']"
